"GEOID","pop_dens","minority_dens","female_dens","genz_dens","millenial_dens","genx_dens","boomer_dens","retiree_dens","divsep_dens","widowed_dens","median_age","foreign_dens","median_earnings","cars_dens","trans_dens","mbike_dens","bike_dens","walk_dens","wfm_dens","lowedu_dens","hsged_dens","bs_dens","grad_dens","unemp_dens","pov_dens","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths"
"36047066000",36700,7600,18250,10050,6016.66666666667,8666.66666666667,9650,2316.66666666667,1500,1733.33333333333,41.3,783.333333333333,47917,10733.3333333333,4783.33333333333,0,0,366.666666666667,666.666666666667,566.666666666667,9216.66666666667,5750,3866.66666666667,883.333333333333,366.666666666667,"NYC",88,35,5,0,35,0
"36081086500",76016.6666666667,67766.6666666667,43616.6666666667,5483.33333333333,17783.3333333333,23016.6666666667,20800,8933.33333333333,7850,7466.66666666667,48.9,41883.3333333333,19899,13100,19133.3333333333,0,0,7916.66666666667,0,4900,27800,10666.6666666667,4000,3866.66666666667,25483.3333333333,"NYC",1021,171,85,2,168,3
"36047077200",20018.75,12850,10456.25,4637.5,5756.25,5225,3768.75,631.25,2668.75,918.75,33.2,1968.75,41429,3225,5337.5,0,0,700,318.75,862.5,5043.75,3400,2131.25,493.75,3387.5,"NYC",371,140,31,0,140,0
"36047052500",67840,27120,35420,20540,17360,13180,11160,5600,3000,3520,31.4,2820,28528,3780,14180,0,460,5480,760,5280,13300,8120,2220,1180,24540,"NYC",549,174,63,0,173,1
"36081061602",7887.5,7675,4106.25,1362.5,1975,1656.25,2381.25,512.5,662.5,631.25,42.6,625,40020,2762.5,1106.25,0,0,0,0,237.5,2993.75,975,475,131.25,218.75,"NYC",657,195,8,0,192,3
"36005006300",10727.5,10117.5,5042.5,2287.5,2960,2950,2262.5,267.5,1870,280,35.7,2705,27152,577.5,3907.5,0,0,447.5,0,380,2937.5,1492.5,352.5,645,2885,"NYC",2210,657,112,2,655,2
"36061009700",74085.7142857143,35842.8571428571,35157.1428571429,6542.85714285714,13557.1428571429,20271.4285714286,22571.4285714286,11142.8571428571,7857.14285714286,5471.42857142857,52.4,8371.42857142857,40543,1485.71428571429,14914.2857142857,0,1571.42857142857,16457.1428571429,1042.85714285714,2971.42857142857,16885.7142857143,13814.2857142857,18485.7142857143,3957.14285714286,13400,"NYC",549,87,37,1,86,1
"36047045400",36720,10840,19580,11060,8020,7160,7640,2840,1280,2500,31.1,7700,23864,4460,7860,0,240,1920,0,2260,7280,4240,2980,1640,9780,"NYC",279,64,18,2,62,2
"36061016200",78575,73575,42033.3333333333,16408.3333333333,23833.3333333333,14383.3333333333,18533.3333333333,5416.66666666667,6550,5600,34.2,4375,30718,2783.33333333333,16508.3333333333,0,475,5650,1075,4075,19358.3333333333,9308.33333333333,3808.33333333333,6466.66666666667,27291.6666666667,"NYC",1840,440,36,1,438,2
"36047029300",56983.3333333333,54650,34150,12250,15766.6666666667,14150,10816.6666666667,4000,9316.66666666667,2466.66666666667,35.3,2383.33333333333,30148,4133.33333333333,17466.6666666667,0,250,1200,383.333333333333,1433.33333333333,16300,7733.33333333333,3833.33333333333,5750,17916.6666666667,"NYC",245,120,22,0,120,0
"36047011400",77733.3333333333,35966.6666666667,40383.3333333333,23633.3333333333,19766.6666666667,12816.6666666667,10966.6666666667,10550,3283.33333333333,8050,31.1,14966.6666666667,22295,6150,10300,0,116.666666666667,10333.3333333333,1283.33333333333,8666.66666666667,16216.6666666667,4316.66666666667,4216.66666666667,1050,27833.3333333333,"NYC",360,81,43,0,81,0
"36061020800",92583.3333333333,74800,45266.6666666667,19483.3333333333,29400,26800,14383.3333333333,2516.66666666667,10650,4033.33333333333,33.4,14166.6666666667,35143,6400,34366.6666666667,0,800,2516.66666666667,3016.66666666667,3666.66666666667,21800,14766.6666666667,11266.6666666667,5466.66666666667,18316.6666666667,"NYC",373,77,23,0,77,0
"36085015603",11652.5,1045,6170,2240,2272.5,4227.5,2657.5,255,897.5,430,40.6,672.5,46865,4122.5,1737.5,0,0,25,130,120,3482.5,1942.5,1135,400,950,"NYC",388,104,18,0,104,0
"36081111300",8855.55555555555,4337.03703703704,4485.18518518519,2033.33333333333,1544.44444444444,2633.33333333333,1977.77777777778,666.666666666667,751.851851851852,329.62962962963,41.5,748.148148148148,46432,2733.33333333333,1225.92592592593,18.5185185185185,0,29.6296296296296,100,296.296296296296,1722.22222222222,1355.55555555556,1348.14814814815,533.333333333333,751.851851851852,"NYC",316,72,2,0,72,0
"36061004300",71916.6666666667,31116.6666666667,35066.6666666667,4033.33333333333,27650,23100,14866.6666666667,2266.66666666667,6483.33333333333,1566.66666666667,35.9,13200,60194,3116.66666666667,30333.3333333333,583.333333333333,516.666666666667,7783.33333333333,2400,866.666666666667,9766.66666666667,26816.6666666667,12283.3333333333,2716.66666666667,10083.3333333333,"NYC",1122,177,41,1,176,1
"36061001502",86077.7777777778,29988.8888888889,41966.6666666667,9677.77777777778,52777.7777777778,17433.3333333333,5766.66666666667,422.222222222222,3133.33333333333,177.777777777778,27.9,13477.7777777778,79758,2077.77777777778,35688.8888888889,0,422.222222222222,16300,4388.88888888889,388.888888888889,3155.55555555556,31522.2222222222,14077.7777777778,2344.44444444444,6466.66666666667,"NYC",705,111,42,0,111,0
"36005021700",86883.3333333333,85633.3333333333,46966.6666666667,21666.6666666667,23466.6666666667,28016.6666666667,12100,1633.33333333333,11366.6666666667,2633.33333333333,34.3,20683.3333333333,16466,6950,24533.3333333333,0,0,1566.66666666667,1800,3416.66666666667,24600,2916.66666666667,1850,5316.66666666667,41883.3333333333,"NYC",939,337,51,1,336,1
"36061011900",14228.5714285714,10100,4100,0,428.571428571429,4171.42857142857,8028.57142857143,1600,3657.14285714286,1414.28571428571,62,1328.57142857143,23125,0,942.857142857143,0,142.857142857143,2771.42857142857,842.857142857143,771.428571428571,6228.57142857143,2228.57142857143,828.571428571428,1042.85714285714,7142.85714285714,"NYC",1524,170,92,0,170,0
"36081015802",44200,41690.9090909091,21445.4545454545,6172.72727272727,12281.8181818182,13936.3636363636,9363.63636363636,2445.45454545455,2536.36363636364,2318.18181818182,39.5,9827.27272727273,27265,7500,13027.2727272727,0,0,1581.81818181818,200,3209.09090909091,12345.4545454545,5118.18181818182,854.545454545455,3327.27272727273,4590.90909090909,"NYC",512,138,39,2,136,2
"36081027300",99887.5,96725,49700,24987.5,29950,26350,16212.5,2387.5,6412.5,1937.5,32.7,37850,23828,9587.5,31462.5,0,500,4687.5,37.5,6800,31787.5,5350,1737.5,3437.5,19750,"NYC",615,188,67,0,188,0
"36047026400",67757.1428571429,43714.2857142857,32885.7142857143,12814.2857142857,18842.8571428571,20357.1428571429,12071.4285714286,3671.42857142857,3200,4528.57142857143,38.4,19742.8571428571,30243,10371.4285714286,17842.8571428571,0,114.285714285714,3742.85714285714,514.285714285714,7400,16985.7142857143,7914.28571428571,2357.14285714286,1885.71428571429,11514.2857142857,"NYC",330,97,27,0,97,0
"36061013100",40357.1428571429,16285.7142857143,18871.4285714286,2400,18014.2857142857,8585.71428571428,6628.57142857143,4728.57142857143,3757.14285714286,3057.14285714286,34.6,7300,84602,800,11414.2857142857,0,457.142857142857,11385.7142857143,1071.42857142857,1657.14285714286,3385.71428571429,12842.8571428571,8742.85714285714,857.142857142857,6600,"NYC",1332,142,63,2,140,2
"36005009800",26530,25835,14710,5365,6550,7290,5365,1960,3255,1210,39.9,2905,31733,5980,5180,0,70,390,0,810,7790,3130,1540,1885,6115,"NYC",669,208,15,0,208,0
"36061002800",105142.857142857,78257.1428571429,58785.7142857143,18057.1428571429,30985.7142857143,29285.7142857143,20342.8571428571,6471.42857142857,11385.7142857143,7842.85714285714,39.1,13442.8571428571,40720,3442.85714285714,31728.5714285714,0,1685.71428571429,10000,1214.28571428571,7500,18342.8571428571,24657.1428571429,6500,5700,31128.5714285714,"NYC",227,50,18,0,50,0
"36005025500",84700,83342.8571428571,39257.1428571429,20442.8571428571,26257.1428571429,23871.4285714286,9857.14285714286,4271.42857142857,13971.4285714286,1985.71428571429,30.9,28157.1428571429,19547,7014.28571428571,28514.2857142857,0,0,3000,1542.85714285714,7785.71428571429,18714.2857142857,6485.71428571429,842.857142857143,5571.42857142857,28871.4285714286,"NYC",406,106,33,0,106,0
"36047079801",63760,47740,35180,10680,19760,17000,11700,4620,6320,3100,37.1,6440,39388,5760,25320,0,360,540,2900,2560,15120,11520,11020,4660,7080,"NYC",119,37,5,0,37,0
"36061012600",180828.571428571,44471.4285714286,102457.142857143,26428.5714285714,46457.1428571429,46600,49971.4285714286,11371.4285714286,18442.8571428571,8528.57142857143,37.8,16814.2857142857,81118,11842.8571428571,52300,0,1614.28571428571,31371.4285714286,9685.71428571428,542.857142857143,16814.2857142857,58728.5714285714,46085.7142857143,2600,7100,"NYC",832,109,46,0,109,0
"36081019400",21241.6666666667,21241.6666666667,10450,3733.33333333333,5908.33333333333,5733.33333333333,4258.33333333333,1608.33333333333,1675,1275,41.2,3283.33333333333,35262,6241.66666666667,3675,0,91.6666666666667,133.333333333333,100,916.666666666667,8241.66666666667,1541.66666666667,633.333333333333,2100,1533.33333333333,"NYC",559,173,4,0,173,0
"36047024600",44042.8571428571,17185.7142857143,21042.8571428571,11000,9371.42857142857,13871.4285714286,7614.28571428571,2185.71428571429,2828.57142857143,1271.42857142857,37.1,4600,31411,8042.85714285714,8300,0,0,1100,114.285714285714,2757.14285714286,10757.1428571429,5800,1657.14285714286,2157.14285714286,9957.14285714286,"NYC",256,92,12,0,92,0
"36061012100",113100,36928.5714285714,49528.5714285714,6400,42442.8571428571,26885.7142857143,30842.8571428571,6528.57142857143,11100,2814.28571428571,40.8,23085.7142857143,50143,2028.57142857143,35542.8571428571,0,1485.71428571429,32271.4285714286,7500,1585.71428571429,13257.1428571429,45257.1428571429,19728.5714285714,7700,11471.4285714286,"NYC",1275,157,79,0,157,0
"36085018902",16538.7096774194,7154.83870967742,8306.45161290323,4080.64516129032,3151.61290322581,4251.61290322581,4306.45161290323,748.387096774194,854.838709677419,445.161290322581,39.3,1858.06451612903,37279,5048.38709677419,2093.54838709677,25.8064516129032,0,267.741935483871,312.903225806452,377.41935483871,4012.90322580645,2861.29032258065,1654.83870967742,441.935483870968,1741.93548387097,"NYC",451,117,9,0,117,0
"36061024200",29914.2857142857,28635.7142857143,15785.7142857143,8357.14285714286,9435.71428571428,6464.28571428571,4271.42857142857,1385.71428571429,1764.28571428571,1135.71428571429,29.8,4642.85714285714,26349,1035.71428571429,8121.42857142857,0,150,900,157.142857142857,1814.28571428571,7035.71428571429,2007.14285714286,1407.14285714286,992.857142857143,13521.4285714286,"NYC",2543,479,67,1,477,2
"36047020300",35520,20760,19680,6020,13180,10900,4560,860,1180,1020,34,3200,61477,2320,14600,0,300,1840,1180,1200,5540,9480,6180,2180,5340,"NYC",326,110,12,0,110,0
"36081016800",40437.5,39237.5,19387.5,7137.5,12337.5,11362.5,7400,2200,3112.5,2000,37.9,6187.5,28861,9087.5,9850,0,0,275,225,3350,13500,2325,475,1587.5,4862.5,"NYC",217,82,8,0,82,0
"36081063800",15440.7407407407,14833.3333333333,8288.88888888889,3181.48148148148,3992.59259259259,3659.25925925926,3914.81481481481,692.592592592592,1807.40740740741,888.888888888889,37.1,2088.88888888889,40643,5085.18518518519,2574.07407407407,0,0,103.703703703704,414.814814814815,718.518518518518,5492.59259259259,2607.40740740741,525.925925925926,329.62962962963,2014.81481481481,"NYC",1114,425,17,0,425,0
"36047031100",49533.3333333333,44516.6666666667,28233.3333333333,9683.33333333333,15583.3333333333,14216.6666666667,8866.66666666667,1183.33333333333,5450,2466.66666666667,34.4,7166.66666666667,36174,2900,17450,0,233.333333333333,450,366.666666666667,2683.33333333333,10816.6666666667,6916.66666666667,3533.33333333333,2366.66666666667,12550,"NYC",542,189,22,0,189,0
"36081073900",62511.1111111111,28288.8888888889,36544.4444444444,12422.2222222222,10266.6666666667,20855.5555555556,10922.2222222222,8044.44444444444,6144.44444444444,6400,42.2,5455.55555555556,67718,6933.33333333333,21711.1111111111,0,111.111111111111,877.777777777778,2233.33333333333,1088.88888888889,9944.44444444445,15066.6666666667,12955.5555555556,1566.66666666667,3988.88888888889,"NYC",380,114,33,0,114,0
"36081056100",94.4954128440367,67.8899082568807,39.4495412844037,33.9449541284404,10.0917431192661,36.697247706422,6.42201834862385,7.3394495412844,0,7.3394495412844,35.3,7.3394495412844,63750,19.2660550458716,26.605504587156,0,0,3.6697247706422,0,9.1743119266055,3.6697247706422,10.0917431192661,7.3394495412844,0,0,"NYC",1061,365,8,0,364,1
"36047073800",50128.5714285714,35914.2857142857,26042.8571428571,12514.2857142857,15242.8571428571,9242.85714285714,12228.5714285714,900,2314.28571428571,1900,32.3,8200,35600,10314.2857142857,10800,0,0,485.714285714286,757.142857142857,1600,13100,7300,3371.42857142857,1228.57142857143,8042.85714285714,"NYC",332,85,12,0,85,0
"36081040900",100766.666666667,99783.3333333333,42033.3333333333,24983.3333333333,30833.3333333333,28700,13550,2700,9033.33333333333,2366.66666666667,32.8,50133.3333333333,21829,10133.3333333333,29850,0,0,3866.66666666667,300,9000,20016.6666666667,3683.33333333333,1066.66666666667,3716.66666666667,23400,"NYC",224,61,24,0,61,0
"36081034700",22346.6666666667,20420,10660,4453.33333333333,5926.66666666667,6546.66666666667,4286.66666666667,1133.33333333333,1013.33333333333,893.333333333333,39,5193.33333333333,25549,3633.33333333333,4846.66666666667,0,0,740,186.666666666667,1100,7313.33333333333,1713.33333333333,766.666666666667,1280,2900,"NYC",1337,364,29,2,362,2
"36081008500",10263.6363636364,6236.36363636364,5136.36363636364,2754.54545454545,2363.63636363636,3572.72727272727,1463.63636363636,109.090909090909,1181.81818181818,227.272727272727,35.1,2436.36363636364,27963,1390.90909090909,2845.45454545455,0,0,454.545454545455,0,827.272727272727,1754.54545454545,2209.09090909091,654.545454545455,754.545454545455,2481.81818181818,"NYC",205,55,8,1,53,2
"36081097203",11729.3103448276,11329.3103448276,6903.44827586207,4437.93103448276,2684.48275862069,2870.68965517241,1344.8275862069,391.379310344828,1522.41379310345,482.758620689655,25.8,853.448275862069,20688,520.689655172414,2141.37931034483,0,0,91.3793103448276,0,393.103448275862,2679.31034482759,741.379310344828,29.3103448275862,868.965517241379,5636.20689655172,"NYC",224,78,9,0,78,0
"36081061800",20844.4444444444,20322.2222222222,10433.3333333333,4011.11111111111,4455.55555555556,6500,4777.77777777778,1100,2777.77777777778,1088.88888888889,39.4,2333.33333333333,44625,6466.66666666667,4511.11111111111,0,0,77.7777777777778,0,188.888888888889,4811.11111111111,1911.11111111111,2222.22222222222,566.666666666667,766.666666666667,"NYC",317,111,7,0,111,0
"36081117100",16746.6666666667,12186.6666666667,8380,2800,4573.33333333333,5066.66666666667,3340,966.666666666667,1560,953.333333333333,39.1,5553.33333333333,32545,3686.66666666667,3053.33333333333,0,0,613.333333333333,146.666666666667,693.333333333333,4900,1960,1186.66666666667,420,3533.33333333333,"NYC",831,168,37,0,168,0
"36081065600",25345.4545454545,24618.1818181818,14304.5454545455,5518.18181818182,6909.09090909091,6827.27272727273,5327.27272727273,763.636363636364,3013.63636363636,868.181818181818,35.5,4209.09090909091,37827,6645.45454545455,5263.63636363636,0,0,163.636363636364,377.272727272727,1909.09090909091,7286.36363636364,2859.09090909091,1345.45454545455,1154.54545454545,2386.36363636364,"NYC",465,165,22,0,165,0
"36005007600",62662.5,60125,34875,14975,18950,15612.5,10112.5,3012.5,6950,2612.5,32.5,15687.5,22476,7962.5,16512.5,0,0,587.5,575,3062.5,19712.5,2487.5,875,3500,22850,"NYC",359,117,23,0,117,0
"36081000100",15354.5454545455,6490.90909090909,7359.09090909091,2040.90909090909,7250,4584.09090909091,1161.36363636364,318.181818181818,1222.72727272727,270.454545454545,32.6,4034.09090909091,94067,1365.90909090909,8313.63636363636,0,70.4545454545455,211.363636363636,356.818181818182,77.2727272727273,1472.72727272727,5138.63636363636,3640.90909090909,270.454545454545,1513.63636363636,"NYC",1165,246,24,0,246,0
"36085027301",3365.81196581197,1238.46153846154,1780.34188034188,747.863247863248,550.42735042735,886.324786324786,964.102564102564,217.094017094017,306.837606837607,261.538461538462,44.4,303.418803418803,41769,901.709401709402,494.871794871795,0,0,18.8034188034188,21.3675213675214,89.7435897435898,1017.94871794872,429.91452991453,341.025641025641,90.5982905982906,632.478632478633,"NYC",675,152,4,0,152,0
"36005037000",40266.6666666667,39133.3333333333,23100,7800,10333.3333333333,12933.3333333333,6583.33333333333,2616.66666666667,5616.66666666667,2116.66666666667,38.3,7233.33333333333,26950,7300,9950,0,0,1033.33333333333,0,1066.66666666667,12966.6666666667,3083.33333333333,1150,1800,5850,"NYC",154,54,3,0,54,0
"36047024700",32785.7142857143,25528.5714285714,17557.1428571429,6114.28571428571,12357.1428571429,7900,5200,1214.28571428571,2842.85714285714,1014.28571428571,31.9,3085.71428571429,30769,1528.57142857143,13528.5714285714,0,271.428571428571,614.285714285714,442.857142857143,2471.42857142857,7671.42857142857,4714.28571428571,2342.85714285714,1771.42857142857,7614.28571428571,"NYC",591,150,37,0,150,0
"36047065800",32316.6666666667,6483.33333333333,18400,6100,6500,7266.66666666667,10083.3333333333,2366.66666666667,2083.33333333333,2966.66666666667,43.8,1683.33333333333,40379,9516.66666666667,5450,0,0,1300,233.333333333333,450,8216.66666666667,7200,3683.33333333333,1116.66666666667,700,"NYC",96,6,2,0,6,0
"36081001900",5441.17647058824,2655.88235294118,2791.17647058824,388.235294117647,2667.64705882353,1729.41176470588,541.176470588235,114.705882352941,426.470588235294,100,33.2,1264.70588235294,67398,394.117647058823,3220.58823529412,47.0588235294118,47.0588235294118,100,150,64.7058823529412,473.529411764706,1641.17647058824,1561.76470588235,205.882352941176,473.529411764706,"NYC",1454,295,52,0,295,0
"36081055700",38355.5555555556,23266.6666666667,19888.8888888889,7266.66666666667,12933.3333333333,10533.3333333333,5300,2322.22222222222,3500,1488.88888888889,32.7,10433.3333333333,29861,4455.55555555556,14777.7777777778,0,311.111111111111,777.777777777778,200,900,10766.6666666667,3166.66666666667,2077.77777777778,1622.22222222222,5111.11111111111,"NYC",452,93,27,0,93,0
"36047056400",36657.1428571429,7428.57142857143,18885.7142857143,8057.14285714286,5671.42857142857,10228.5714285714,11171.4285714286,1528.57142857143,2028.57142857143,1214.28571428571,44.4,2114.28571428571,60313,8271.42857142857,6571.42857142857,0,57.1428571428571,628.571428571429,414.285714285714,500,9142.85714285714,8057.14285714286,3700,771.428571428571,1485.71428571429,"NYC",129,44,8,1,43,1
"36061003400",103700,37750,49683.3333333333,3700,52483.3333333333,28533.3333333333,15433.3333333333,3550,8083.33333333333,2066.66666666667,33.5,15533.3333333333,66369,4416.66666666667,43200,0,3950,15233.3333333333,5066.66666666667,2783.33333333333,14583.3333333333,37700,15150,5233.33333333333,26583.3333333333,"NYC",843,203,89,0,203,0
"36061021600",118414.285714286,88371.4285714286,60385.7142857143,23371.4285714286,33442.8571428571,40071.4285714286,17942.8571428571,3585.71428571429,14142.8571428571,3828.57142857143,36.3,15628.5714285714,43938,4200,49842.8571428571,242.857142857143,1242.85714285714,2800,3185.71428571429,4614.28571428571,24000,22385.7142857143,16557.1428571429,4100,25957.1428571429,"NYC",375,113,18,0,113,0
"36005020100",39509.0909090909,38109.0909090909,21727.2727272727,12400,9990.90909090909,9600,5809.09090909091,1709.09090909091,5054.54545454545,1418.18181818182,31.2,9163.63636363636,22066,2745.45454545455,9881.81818181818,0,0,581.818181818182,1218.18181818182,2472.72727272727,8909.09090909091,2500,563.636363636364,1254.54545454545,17227.2727272727,"NYC",868,209,16,0,208,1
"36047009200",137200,127600,75200,34925,40175,41925,17875,2300,7100,1625,33.2,49950,19343,5800,43725,0,1775,6250,1275,14125,25400,8800,5300,7425,57825,"NYC",143,46,25,0,46,0
"36047035700",35628.5714285714,35142.8571428571,22471.4285714286,11400,9028.57142857143,9785.71428571428,4528.57142857143,885.714285714286,3685.71428571429,1242.85714285714,28.7,5614.28571428571,27500,1842.85714285714,9157.14285714286,0,0,657.142857142857,200,885.714285714286,10442.8571428571,1471.42857142857,542.857142857143,1914.28571428571,18271.4285714286,"NYC",805,335,51,1,333,2
"36047062800",16446.6666666667,2276.66666666667,8256.66666666667,3236.66666666667,2846.66666666667,4963.33333333333,4070,1330,733.333333333333,1096.66666666667,44,193.333333333333,46166,5043.33333333333,1776.66666666667,0,0,236.666666666667,100,120,6203.33333333333,1770,1183.33333333333,1126.66666666667,1260,"NYC",245,53,6,1,50,3
"36005044902",33233.3333333333,7900,17300,7583.33333333333,7916.66666666667,9800,5400,2533.33333333333,3450,1366.66666666667,37.4,5433.33333333333,42348,6583.33333333333,6466.66666666667,0,0,1166.66666666667,550,750,9783.33333333333,6400,2033.33333333333,1616.66666666667,4216.66666666667,"NYC",164,39,6,0,39,0
"36047047700",45550,11200,22725,3962.5,22225,12137.5,4875,2350,3187.5,2025,32.9,4325,54301,4650,22675,0,775,1900,2837.5,412.5,8950,17462.5,6312.5,1012.5,4500,"NYC",1311,317,18,0,316,1
"36047002000",21083.3333333333,20316.6666666667,9916.66666666667,4900,6900,5800,2866.66666666667,616.666666666667,1250,833.333333333333,31.5,5933.33333333333,24271,1500,6966.66666666667,0,116.666666666667,750,0,1000,3850,1533.33333333333,300,733.333333333333,6100,"NYC",630,187,19,0,186,1
"36047042000",24228.5714285714,2371.42857142857,12657.1428571429,8971.42857142857,5271.42857142857,4342.85714285714,4242.85714285714,1400,785.714285714286,1785.71428571429,27.3,585.714285714286,48500,2514.28571428571,1457.14285714286,0,214.285714285714,2314.28571428571,342.857142857143,214.285714285714,5971.42857142857,2842.85714285714,2000,514.285714285714,6057.14285714286,"NYC",319,82,23,1,81,1
"36047028300",82840,76380,40680,21360,24260,20420,14120,2680,6380,4300,30.9,9680,22323,4100,24060,0,620,1060,180,3860,23100,4020,180,7740,26600,"NYC",291,103,21,0,103,0
"36061010800",129028.571428571,25842.8571428571,76185.7142857143,12557.1428571429,44771.4285714286,38142.8571428571,23300,10257.1428571429,9414.28571428571,3100,39.1,7442.85714285714,91899,7900,47742.8571428571,0,0,21600,8442.85714285714,357.142857142857,6442.85714285714,47671.4285714286,30057.1428571429,2785.71428571429,4900,"NYC",2178,308,95,2,306,2
"36047019100",26760,14500,15100,5240,11750,6960,2100,710,1250,570,29.5,1760,37177,1300,9060,0,280,2210,1270,180,4070,6550,2910,1600,5120,"NYC",568,134,28,0,134,0
"36061011500",48285.7142857143,29928.5714285714,18714.2857142857,3557.14285714286,22571.4285714286,16557.1428571429,5142.85714285714,457.142857142857,3985.71428571429,200,33.8,11900,65434,1442.85714285714,15571.4285714286,0,71.4285714285714,12985.7142857143,1585.71428571429,1557.14285714286,6214.28571428571,13985.7142857143,9071.42857142857,2228.57142857143,8942.85714285714,"NYC",3550,368,166,1,367,1
"36005019900",120657.142857143,118314.285714286,64742.8571428571,33442.8571428571,32900,31828.5714285714,19914.2857142857,2571.42857142857,15157.1428571429,3585.71428571429,32.8,30614.2857142857,22488,12314.2857142857,38885.7142857143,0,0,1442.85714285714,700,2242.85714285714,33942.8571428571,9071.42857142857,1785.71428571429,6628.57142857143,38900,"NYC",287,59,24,0,59,0
"36061001401",79975,27425,47175,11325,12450,27775,19750,8675,5900,5975,46,8775,73586,3650,26900,250,2650,7700,2325,1800,13175,24125,16525,650,6350,"NYC",191,60,12,0,60,0
"36047054900",45087.5,14900,23225,10375,18537.5,13737.5,1750,687.5,1487.5,762.5,29.8,5962.5,48026,3137.5,14912.5,112.5,1625,4187.5,2775,1675,8487.5,11150,4712.5,1937.5,10937.5,"NYC",439,94,24,0,94,0
"36081047500",34516.6666666667,31291.6666666667,18258.3333333333,6150,9658.33333333333,10475,6408.33333333333,1825,3258.33333333333,700,36.7,11850,27073,3050,13483.3333333333,0,0,1458.33333333333,125,1550,8683.33333333333,6383.33333333333,1733.33333333333,1750,4566.66666666667,"NYC",254,51,20,0,51,0
"36047048500",12972.7272727273,6363.63636363636,5290.90909090909,790.909090909091,8372.72727272727,2645.45454545455,786.363636363636,377.272727272727,490.909090909091,281.818181818182,29.1,1836.36363636364,36082,713.636363636364,6263.63636363636,50,790.909090909091,850,731.818181818182,272.727272727273,2154.54545454545,4754.54545454545,890.909090909091,595.454545454545,2372.72727272727,"NYC",1043,242,33,0,242,0
"36061001402",72550,47825,39200,6150,26300,21375,12800,5925,9350,5600,37.6,10475,31983,1150,27650,0,2175,4700,2475,4150,14575,15550,9550,1275,21100,"NYC",718,200,32,1,199,1
"36061004700",37950,7033.33333333333,17016.6666666667,5633.33333333333,12316.6666666667,11566.6666666667,6566.66666666667,1866.66666666667,3650,633.333333333333,36.5,4000,77566,466.666666666667,14916.6666666667,0,516.666666666667,6050,2516.66666666667,216.666666666667,3466.66666666667,15483.3333333333,8400,1333.33333333333,4150,"NYC",912,128,53,0,128,0
"36005030100",21816.6666666667,9450,13250,1883.33333333333,3166.66666666667,2600,6366.66666666667,7800,2350,4200,65.7,1083.33333333333,57000,3533.33333333333,3083.33333333333,0,0,766.666666666667,283.333333333333,650,7116.66666666667,3750,3183.33333333333,250,1700,"NYC",27,4,0,0,4,0
"36005019400",6879.41176470588,5541.17647058824,3279.41176470588,1641.17647058824,1861.76470588235,2070.58823529412,758.823529411765,547.058823529412,623.529411764706,238.235294117647,34.1,688.235294117647,40341,1370.58823529412,1111.76470588235,0,0,297.058823529412,14.7058823529412,250,2223.52941176471,844.117647058823,129.411764705882,361.764705882353,1288.23529411765,"NYC",764,312,24,1,310,2
"36081023600",41771.4285714286,38314.2857142857,20528.5714285714,8214.28571428571,11114.2857142857,11757.1428571429,8685.71428571428,2000,3828.57142857143,1528.57142857143,37.2,11128.5714285714,25352,4685.71428571429,13457.1428571429,0,0,2257.14285714286,257.142857142857,2714.28571428571,10214.2857142857,5857.14285714286,1528.57142857143,1471.42857142857,4157.14285714286,"NYC",526,156,51,0,156,0
"36081012500",30850,14233.3333333333,15066.6666666667,3116.66666666667,12400,8900,4800,1633.33333333333,2283.33333333333,1033.33333333333,34.8,5216.66666666667,35170,3333.33333333333,13066.6666666667,83.3333333333333,333.333333333333,1633.33333333333,683.333333333333,483.333333333333,6300,6400,4350,1683.33333333333,2850,"NYC",953,220,9,1,217,3
"36005028900",56812.5,45850,28737.5,11412.5,14337.5,18300,8762.5,4000,5862.5,3375,38.8,12587.5,25562,7600,16950,162.5,375,1400,1562.5,3025,14550,8000,3500,2512.5,5375,"NYC",682,135,55,2,133,2
"36061017000",106814.285714286,97514.2857142857,60100,14442.8571428571,31428.5714285714,27342.8571428571,20814.2857142857,12785.7142857143,13628.5714285714,6728.57142857143,40.4,19800,27060,3414.28571428571,36100,0,300,6700,657.142857142857,8928.57142857143,28342.8571428571,14614.2857142857,7242.85714285714,4500,31542.8571428571,"NYC",375,82,32,0,82,0
"36085018702",18792.3076923077,8887.17948717949,10669.2307692308,2961.53846153846,3433.33333333333,5294.87179487179,4625.64102564103,2476.92307692308,1374.35897435897,1935.89743589744,49.4,1551.28205128205,42486,5387.17948717949,2297.4358974359,0,0,251.282051282051,264.102564102564,556.410256410256,7556.41025641026,2692.30769230769,1102.5641025641,505.128205128205,994.871794871795,"NYC",660,141,16,0,140,1
"36047044300",90233.3333333333,76633.3333333333,37833.3333333333,19533.3333333333,30733.3333333333,28666.6666666667,8466.66666666667,2833.33333333333,7333.33333333333,2116.66666666667,32.1,30766.6666666667,30579,6166.66666666667,35400,0,1233.33333333333,4883.33333333333,1450,5483.33333333333,16783.3333333333,11383.3333333333,2533.33333333333,4116.66666666667,22583.3333333333,"NYC",345,100,23,0,100,0
