"City","GEOID","Collisions","CasualtiesCount","TotalInjuries","TotalDeaths","PedeCasualtiesCount","PedeInjuries","PedeDeaths","CyclCasualtiesCount","CyclInjuries","CyclDeaths","MotrCasualtiesCount","MotrInjuries","MotrDeaths"
"NYC","36047073200",192,65,65,0,7,7,0,2,2,0,56,56,0
"NYC","36047073400",107,51,51,0,6,6,0,2,2,0,43,43,0
"NYC","36047073600",324,75,75,0,19,19,0,2,2,0,54,54,0
"NYC","36047073800",332,85,85,0,12,12,0,4,4,0,69,69,0
"NYC","36047074000",360,93,93,0,12,12,0,11,11,0,70,70,0
"NYC","36047074200",376,122,121,1,40,39,1,8,8,0,74,74,0
"NYC","36047074400",112,23,23,0,9,9,0,1,1,0,13,13,0
"NYC","36047074600",469,127,126,1,42,41,1,5,5,0,80,80,0
"NYC","36047074800",236,80,80,0,16,16,0,5,5,0,59,59,0
"NYC","36047075000",165,45,45,0,8,8,0,2,2,0,35,35,0
"NYC","36047075200",124,57,57,0,5,5,0,2,2,0,50,50,0
"NYC","36047075400",169,87,87,0,7,7,0,7,7,0,73,73,0
"NYC","36047075600",191,77,77,0,10,10,0,4,4,0,63,63,0
"NYC","36047075800",268,95,95,0,16,16,0,6,6,0,73,73,0
"NYC","36047076000",180,56,55,1,7,6,1,7,7,0,42,42,0
"NYC","36047076200",374,126,126,0,29,29,0,14,14,0,83,83,0
"NYC","36047076400",229,106,106,0,21,21,0,9,9,0,76,76,0
"NYC","36047076600",97,56,56,0,7,7,0,2,2,0,47,47,0
"NYC","36047076800",484,125,124,1,43,42,1,9,9,0,73,73,0
"NYC","36047077000",299,146,146,0,33,33,0,12,12,0,101,101,0
"NYC","36047077200",371,140,140,0,31,31,0,19,19,0,90,90,0
"NYC","36047077400",614,166,166,0,55,55,0,13,13,0,98,98,0
"NYC","36047077600",170,51,51,0,16,16,0,3,3,0,32,32,0
"NYC","36047078000",212,105,105,0,12,12,0,3,3,0,90,90,0
"NYC","36047078200",117,52,51,1,12,11,1,1,1,0,39,39,0
"NYC","36047078400",267,126,125,1,14,13,1,10,10,0,102,102,0
"NYC","36047078600",546,206,206,0,57,57,0,8,8,0,141,141,0
"NYC","36047078800",338,189,189,0,43,43,0,9,9,0,137,137,0
"NYC","36047079000",542,237,237,0,59,59,0,16,16,0,162,162,0
"NYC","36047079200",526,202,202,0,39,39,0,24,24,0,139,139,0
"NYC","36047079400",497,205,205,0,42,42,0,30,30,0,133,133,0
"NYC","36047079601",249,76,75,1,19,18,1,11,11,0,45,45,0
"NYC","36047079602",438,169,168,1,43,42,1,15,15,0,111,111,0
"NYC","36047079801",119,37,37,0,5,5,0,7,7,0,25,25,0
"NYC","36047079802",492,139,139,0,44,44,0,15,15,0,80,80,0
"NYC","36047080000",422,179,178,1,34,33,1,17,17,0,128,128,0
"NYC","36047080200",478,147,147,0,33,33,0,12,12,0,102,102,0
"NYC","36047080400",433,169,169,0,47,47,0,7,7,0,115,115,0
"NYC","36047080600",322,121,120,1,34,34,0,8,7,1,79,79,0
"NYC","36047080800",516,163,163,0,42,42,0,11,11,0,110,110,0
"NYC","36047081000",147,46,46,0,5,5,0,3,3,0,38,38,0
"NYC","36047081400",337,162,161,1,23,23,0,8,8,0,133,132,1
"NYC","36047081600",404,159,159,0,21,21,0,9,9,0,129,129,0
"NYC","36047081800",604,201,201,0,52,52,0,16,16,0,133,133,0
"NYC","36047082000",359,131,131,0,39,39,0,10,10,0,82,82,0
"NYC","36047082200",354,136,136,0,29,29,0,10,10,0,97,97,0
"NYC","36047082400",412,100,99,1,25,25,0,9,8,1,66,66,0
"NYC","36047082600",480,258,257,1,44,43,1,8,8,0,206,206,0
"NYC","36047082800",373,151,150,1,49,48,1,11,11,0,91,91,0
"NYC","36047083000",300,126,125,1,29,28,1,7,7,0,90,90,0
"NYC","36047083200",102,39,39,0,6,6,0,6,6,0,27,27,0
"NYC","36047083400",105,62,62,0,2,2,0,0,0,0,60,60,0
"NYC","36047083600",196,75,75,0,8,8,0,3,3,0,64,64,0
"NYC","36047083800",162,68,67,1,14,13,1,6,6,0,48,48,0
"NYC","36047084000",375,225,224,1,20,20,0,13,13,0,192,191,1
"NYC","36047084600",379,179,177,2,19,18,1,2,2,0,158,157,1
"NYC","36047084800",194,83,83,0,6,6,0,0,0,0,77,77,0
"NYC","36047085000",173,90,90,0,11,11,0,1,1,0,78,78,0
"NYC","36047085200",90,37,36,1,3,3,0,3,3,0,31,30,1
"NYC","36047085400",244,103,103,0,14,14,0,5,5,0,84,84,0
"NYC","36047085600",317,140,140,0,15,15,0,10,10,0,115,115,0
"NYC","36047085800",224,128,128,0,17,17,0,12,12,0,99,99,0
"NYC","36047086000",736,310,310,0,70,70,0,17,17,0,223,223,0
"NYC","36047086200",199,59,59,0,16,16,0,3,3,0,40,40,0
"NYC","36047086400",789,306,306,0,30,30,0,13,13,0,263,263,0
"NYC","36047086600",330,128,128,0,25,25,0,4,4,0,99,99,0
"NYC","36047086800",604,237,236,1,43,42,1,18,18,0,176,176,0
"NYC","36047087000",190,85,85,0,6,6,0,2,2,0,77,77,0
"NYC","36047087200",182,80,80,0,10,10,0,5,5,0,65,65,0
"NYC","36047087401",240,80,80,0,18,18,0,3,3,0,59,59,0
"NYC","36047087600",272,70,70,0,19,19,0,3,3,0,48,48,0
"NYC","36047087800",497,217,217,0,48,48,0,8,8,0,161,161,0
"NYC","36047088000",498,164,163,1,35,35,0,9,8,1,120,120,0
"NYC","36047088200",245,87,87,0,20,20,0,3,3,0,64,64,0
"NYC","36047088400",287,99,99,0,30,30,0,5,5,0,64,64,0
"NYC","36047088600",450,177,177,0,32,32,0,7,7,0,139,139,0
"NYC","36047088800",453,197,196,1,30,29,1,7,7,0,160,160,0
"NYC","36047089000",804,320,318,2,73,71,2,16,16,0,233,232,1
"NYC","36047089200",615,240,239,1,71,70,1,9,9,0,160,160,0
"NYC","36047089400",246,117,117,0,23,23,0,9,9,0,85,85,0
"NYC","36047089600",211,55,55,0,18,18,0,2,2,0,35,35,0
"NYC","36047089800",160,60,60,0,3,3,0,3,3,0,54,54,0
"NYC","36047090000",530,204,204,0,40,40,0,18,18,0,146,146,0
"NYC","36047090200",220,77,76,1,18,17,1,7,7,0,52,52,0
"NYC","36047090600",405,138,138,0,46,46,0,11,11,0,81,81,0
"NYC","36047090800",409,152,151,1,30,30,0,7,7,0,118,117,1
"NYC","36047091000",313,111,111,0,43,43,0,11,11,0,57,57,0
"NYC","36047091200",210,78,78,0,27,27,0,11,11,0,40,40,0
"NYC","36047091600",427,133,133,0,39,39,0,7,7,0,87,87,0
"NYC","36047091800",178,60,60,0,11,11,0,3,3,0,46,46,0
"NYC","36047092000",299,132,132,0,33,33,0,8,8,0,91,91,0
"NYC","36047092200",516,212,211,1,20,20,0,4,4,0,188,187,1
"NYC","36047092400",650,235,235,0,65,65,0,14,14,0,156,156,0
"NYC","36047092800",419,217,216,1,26,25,1,5,5,0,186,186,0
"NYC","36047093000",348,136,135,1,9,9,0,2,2,0,125,124,1
"NYC","36047093200",441,185,185,0,18,18,0,8,8,0,158,158,0
"NYC","36047093400",298,151,150,1,19,18,1,2,2,0,130,130,0
"NYC","36047093600",267,120,120,0,17,17,0,6,6,0,97,97,0
"NYC","36047093800",330,163,162,1,16,16,0,7,7,0,140,139,1
"NYC","36047094401",391,116,116,0,4,4,0,1,1,0,111,111,0
"NYC","36047094402",171,72,72,0,15,15,0,2,2,0,55,55,0
"NYC","36047094600",449,216,216,0,22,22,0,9,9,0,185,185,0
"NYC","36047095000",455,170,166,4,30,28,2,4,4,0,136,134,2
"NYC","36047095400",350,147,145,2,18,16,2,6,6,0,123,123,0
"NYC","36047095600",509,195,195,0,34,34,0,7,7,0,154,154,0
"NYC","36047095800",296,101,101,0,14,14,0,2,2,0,85,85,0
"NYC","36047096000",467,115,115,0,15,15,0,8,8,0,92,92,0
"NYC","36047096200",391,141,141,0,19,19,0,11,11,0,112,112,0
"NYC","36047096400",363,155,154,1,30,30,0,10,10,0,115,114,1
"NYC","36047096600",319,131,128,3,18,18,0,2,2,0,111,108,3
"NYC","36047096800",485,196,195,1,53,52,1,9,9,0,134,134,0
"NYC","36047097000",239,81,81,0,12,12,0,4,4,0,65,65,0
"NYC","36047097400",309,87,85,2,31,31,0,7,7,0,49,47,2
"NYC","36047098200",307,113,110,3,24,22,2,6,6,0,83,82,1
"NYC","36047098400",135,33,33,0,7,7,0,1,1,0,25,25,0
"NYC","36047098600",183,59,58,1,13,12,1,2,2,0,44,44,0
"NYC","36047098800",254,94,94,0,13,13,0,0,0,0,81,81,0
"NYC","36047099000",223,85,84,1,15,14,1,2,2,0,68,68,0
"NYC","36047099200",153,60,60,0,4,4,0,4,4,0,52,52,0
"NYC","36047099400",94,44,44,0,2,2,0,2,2,0,40,40,0
"NYC","36047099600",120,42,42,0,9,9,0,1,1,0,32,32,0
"NYC","36047099800",186,63,63,0,10,10,0,2,2,0,51,51,0
"NYC","36047100400",78,42,42,0,4,4,0,0,0,0,38,38,0
"NYC","36047100600",72,28,28,0,2,2,0,1,1,0,25,25,0
"NYC","36047100800",136,84,83,1,8,7,1,1,1,0,75,75,0
"NYC","36047101000",235,102,101,1,16,16,0,2,2,0,84,83,1
"NYC","36047101200",92,42,42,0,4,4,0,1,1,0,37,37,0
"NYC","36047101400",84,30,30,0,2,2,0,1,1,0,27,27,0
"NYC","36047101600",25,6,6,0,2,2,0,0,0,0,4,4,0
"NYC","36047101800",82,3,3,0,1,1,0,0,0,0,2,2,0
"NYC","36047102000",108,40,39,1,4,4,0,1,1,0,35,34,1
"NYC","36047102200",278,95,94,1,25,25,0,3,3,0,67,66,1
"NYC","36047102400",195,75,74,1,15,15,0,1,1,0,59,58,1
"NYC","36047102600",118,39,39,0,5,5,0,2,2,0,32,32,0
"NYC","36047102800",739,232,232,0,16,16,0,2,2,0,214,214,0
"NYC","36047103400",448,116,115,1,5,5,0,3,3,0,108,107,1
"NYC","36047105801",296,102,101,1,17,16,1,4,4,0,81,81,0
"NYC","36047105804",858,305,301,4,27,25,2,6,6,0,272,270,2
"NYC","36047107000",1427,394,391,3,34,34,0,3,3,0,357,354,3
"NYC","36047107800",477,245,245,0,13,13,0,4,4,0,228,228,0
"NYC","36047109800",1139,339,336,3,25,24,1,14,14,0,300,298,2
"NYC","36047110400",2675,1074,1068,6,137,133,4,36,35,1,899,898,1
"NYC","36047110600",201,79,79,0,26,26,0,3,3,0,50,50,0
"NYC","36047111000",222,96,94,2,21,19,2,3,3,0,72,72,0
"NYC","36047111600",553,234,234,0,28,28,0,3,3,0,203,203,0
"NYC","36047111800",150,61,61,0,13,13,0,6,6,0,42,42,0
"NYC","36047112000",227,92,92,0,23,23,0,7,7,0,63,63,0
"NYC","36047112200",124,35,35,0,15,15,0,1,1,0,19,19,0
"NYC","36047112400",347,115,115,0,27,27,0,8,8,0,80,80,0
"NYC","36047112600",479,191,191,0,35,35,0,11,11,0,145,145,0
"NYC","36047112800",501,181,181,0,37,37,0,12,12,0,132,132,0
"NYC","36047113000",301,110,109,1,23,23,0,3,3,0,84,83,1
"NYC","36047113200",283,117,117,0,17,17,0,8,8,0,92,92,0
"NYC","36047113400",255,76,75,1,18,18,0,6,6,0,52,51,1
"NYC","36047114201",1142,428,426,2,21,20,1,12,12,0,395,394,1
"NYC","36047114202",70,23,23,0,2,2,0,2,2,0,19,19,0
"NYC","36047114400",1151,442,440,2,45,43,2,33,33,0,364,364,0
"NYC","36047114600",298,101,101,0,20,20,0,10,10,0,71,71,0
"NYC","36047115000",293,127,127,0,15,15,0,6,6,0,106,106,0
"NYC","36047115200",316,149,149,0,21,21,0,12,12,0,116,116,0
"NYC","36047115600",387,156,156,0,37,37,0,10,10,0,109,109,0
"NYC","36047115800",137,60,60,0,12,12,0,4,4,0,44,44,0
"NYC","36047116000",261,125,125,0,21,21,0,10,10,0,94,94,0
"NYC","36047116200",159,31,31,0,10,10,0,4,4,0,17,17,0
"NYC","36047116400",272,57,57,0,9,9,0,3,3,0,45,45,0
"NYC","36047116600",242,124,123,1,19,19,0,5,5,0,100,99,1
"NYC","36047116800",362,101,100,1,22,22,0,10,10,0,69,68,1
"NYC","36047117000",480,141,141,0,18,18,0,8,8,0,115,115,0
"NYC","36047117201",203,93,92,1,20,20,0,4,4,0,69,68,1
"NYC","36047117202",132,35,35,0,4,4,0,2,2,0,29,29,0
"NYC","36047117400",421,157,157,0,35,35,0,12,12,0,110,110,0
"NYC","36047117601",200,62,60,2,10,8,2,3,3,0,49,49,0
"NYC","36047117602",157,54,54,0,6,6,0,3,3,0,45,45,0
"NYC","36047117800",222,69,69,0,20,20,0,7,7,0,42,42,0
"NYC","36047118000",317,132,132,0,11,11,0,11,11,0,110,110,0
"NYC","36047118201",125,41,41,0,1,1,0,6,6,0,34,34,0
"NYC","36047118202",133,34,34,0,9,9,0,3,3,0,22,22,0
"NYC","36047118400",435,148,147,1,35,34,1,9,9,0,104,104,0
"NYC","36047118600",294,108,107,1,22,21,1,4,4,0,82,82,0
"NYC","36047118800",252,50,50,0,21,21,0,4,4,0,25,25,0
"NYC","36047119000",296,69,69,0,12,12,0,7,7,0,50,50,0
"NYC","36047119200",780,256,256,0,47,47,0,9,9,0,200,200,0
"NYC","36047119400",294,142,142,0,29,29,0,12,12,0,101,101,0
"NYC","36047119600",637,186,184,2,59,57,2,17,17,0,116,116,0
"NYC","36047119800",2108,644,643,1,72,72,0,23,23,0,549,548,1
"NYC","36047120000",254,89,89,0,20,20,0,7,7,0,62,62,0
"NYC","36047120200",267,77,77,0,13,13,0,4,4,0,60,60,0
"NYC","36047120800",635,285,283,2,37,37,0,7,7,0,241,239,2
"NYC","36047121000",265,119,119,0,25,25,0,5,5,0,89,89,0
"NYC","36047121400",150,69,69,0,16,16,0,2,2,0,51,51,0
"NYC","36047122000",531,223,222,1,32,31,1,4,4,0,187,187,0
"NYC","36047123700",1026,235,235,0,43,43,0,35,35,0,157,157,0
"NYC","36047150200",311,97,95,2,14,12,2,6,6,0,77,77,0
"NYC","36047152200",515,176,176,0,35,35,0,21,21,0,120,120,0
"NYC","36061000201",135,51,51,0,9,9,0,2,2,0,40,40,0
"NYC","36061000202",329,79,77,2,11,9,2,6,6,0,62,62,0
"NYC","36061000500",105,42,42,0,0,0,0,0,0,0,42,42,0
"NYC","36061000600",441,125,124,1,34,33,1,24,24,0,67,67,0
"NYC","36061000700",740,106,106,0,45,45,0,22,22,0,39,39,0
"NYC","36061000800",1020,252,252,0,85,85,0,24,24,0,143,143,0
"NYC","36061000900",727,128,127,1,41,40,1,14,14,0,73,73,0
"NYC","36061001001",356,125,121,4,7,6,1,6,6,0,112,109,3
"NYC","36061001002",474,158,158,0,11,11,0,12,12,0,135,135,0
"NYC","36061001200",283,60,60,0,20,20,0,13,13,0,27,27,0
"NYC","36061001300",1193,185,185,0,63,63,0,26,26,0,96,96,0
"NYC","36061001401",191,60,60,0,12,12,0,13,13,0,35,35,0
"NYC","36061001402",718,200,199,1,33,32,1,48,48,0,119,119,0
"NYC","36061001501",1162,246,246,0,59,59,0,34,34,0,154,153,1
"NYC","36061001502",705,111,111,0,42,42,0,33,33,0,36,36,0
"NYC","36061001600",1064,204,203,1,72,71,1,56,56,0,76,76,0
"NYC","36061001800",2312,461,460,1,132,131,1,85,85,0,244,244,0
"NYC","36061002000",391,115,115,0,15,15,0,7,7,0,93,93,0
"NYC","36061002100",1261,247,247,0,88,88,0,44,44,0,117,117,0
"NYC","36061002201",341,101,100,1,32,31,1,21,21,0,48,48,0
"NYC","36061002202",251,109,107,2,41,40,1,16,15,1,52,52,0
"NYC","36061002400",166,70,70,0,6,6,0,1,1,0,63,63,0
"NYC","36061002500",574,160,160,0,18,18,0,6,6,0,136,136,0
"NYC","36061002601",211,52,52,0,27,27,0,10,10,0,15,15,0
"NYC","36061002602",255,58,58,0,24,24,0,21,21,0,13,13,0
"NYC","36061002700",438,56,56,0,18,18,0,17,17,0,21,21,0
"NYC","36061002800",227,50,50,0,18,18,0,19,19,0,13,13,0
"NYC","36061002900",1606,223,220,3,85,84,1,28,27,1,110,109,1
"NYC","36061003001",666,159,159,0,43,43,0,41,41,0,75,75,0
"NYC","36061003002",574,95,95,0,28,28,0,39,39,0,28,28,0
"NYC","36061003100",1323,198,198,0,77,77,0,38,38,0,84,84,0
"NYC","36061003200",940,257,257,0,83,83,0,76,76,0,100,100,0
"NYC","36061003300",2385,324,320,4,112,110,2,52,50,2,160,160,0
"NYC","36061003400",843,203,203,0,89,89,0,59,59,0,55,55,0
"NYC","36061003601",488,118,118,0,27,27,0,32,32,0,59,59,0
"NYC","36061003602",484,63,63,0,24,24,0,13,13,0,27,27,0
"NYC","36061003700",1858,314,314,0,91,91,0,34,34,0,189,189,0
"NYC","36061003800",907,167,165,2,75,74,1,48,47,1,44,44,0
"NYC","36061003900",1026,176,176,0,53,53,0,12,12,0,110,110,0
"NYC","36061004000",711,175,174,1,56,55,1,48,48,0,71,71,0
"NYC","36061004100",2229,292,290,2,115,113,2,75,75,0,102,102,0
"NYC","36061004200",475,110,110,0,32,32,0,31,31,0,47,47,0
"NYC","36061004300",1122,177,176,1,42,41,1,45,45,0,91,91,0
"NYC","36061004400",745,218,217,1,32,31,1,15,15,0,171,171,0
"NYC","36061004500",1324,167,166,1,61,60,1,29,29,0,77,77,0
"NYC","36061004700",912,128,128,0,53,53,0,24,24,0,51,51,0
"NYC","36061004800",742,153,153,0,61,61,0,43,43,0,49,49,0
"NYC","36061004900",912,183,182,1,67,67,0,42,42,0,74,73,1
"NYC","36061005000",796,143,142,1,68,67,1,34,34,0,42,42,0
"NYC","36061005200",1010,217,215,2,73,72,1,70,69,1,74,74,0
"NYC","36061005400",744,169,169,0,65,65,0,41,41,0,61,61,0
"NYC","36061005501",270,81,81,0,17,17,0,21,21,0,43,43,0
"NYC","36061005502",1043,187,187,0,66,66,0,48,48,0,73,73,0
"NYC","36061005600",1123,266,264,2,97,95,2,77,77,0,92,92,0
"NYC","36061005700",405,100,100,0,28,28,0,35,35,0,37,37,0
"NYC","36061005800",837,158,158,0,62,62,0,38,38,0,58,58,0
"NYC","36061005900",348,67,67,0,30,30,0,11,11,0,27,27,0
"NYC","36061006000",556,124,123,1,32,32,0,12,12,0,80,79,1
"NYC","36061006100",1045,188,188,0,85,85,0,59,59,0,44,44,0
"NYC","36061006200",1272,356,355,1,58,57,1,16,16,0,282,282,0
"NYC","36061006300",352,68,68,0,20,20,0,16,16,0,32,32,0
"NYC","36061006400",1032,204,204,0,59,59,0,58,58,0,87,87,0
"NYC","36061006500",619,80,80,0,27,27,0,16,16,0,37,37,0
"NYC","36061006600",735,184,182,2,70,68,2,35,35,0,79,79,0
"NYC","36061006700",836,126,126,0,47,47,0,25,25,0,54,54,0
"NYC","36061006800",1270,303,301,2,121,119,2,61,61,0,121,121,0
"NYC","36061006900",634,124,116,8,36,30,6,23,21,2,65,65,0
"NYC","36061007000",872,141,141,0,57,57,0,21,21,0,66,66,0
"NYC","36061007100",973,177,176,1,57,56,1,49,49,0,72,72,0
"NYC","36061007200",1666,389,388,1,155,155,0,58,58,0,175,174,1
"NYC","36061007300",542,104,104,0,44,44,0,22,22,0,38,38,0
"NYC","36061007400",1016,199,199,0,77,77,0,36,36,0,86,86,0
"NYC","36061007500",401,61,61,0,11,11,0,9,9,0,41,41,0
"NYC","36061007600",1500,249,248,1,112,111,1,54,54,0,83,83,0
"NYC","36061007700",745,101,101,0,38,38,0,30,30,0,33,33,0
"NYC","36061007800",2131,283,283,0,100,100,0,45,45,0,140,140,0
"NYC","36061007900",897,123,123,0,38,38,0,14,14,0,72,72,0
"NYC","36061008000",1959,283,283,0,91,91,0,42,42,0,153,153,0
"NYC","36061008100",730,124,124,0,39,39,0,26,26,0,59,59,0
"NYC","36061008200",1164,167,164,3,64,61,3,24,24,0,79,79,0
"NYC","36061008300",968,85,84,1,37,36,1,17,17,0,31,31,0
"NYC","36061008400",1703,250,248,2,87,86,1,52,52,0,111,110,1
"NYC","36061008601",952,229,229,0,28,28,0,13,13,0,188,188,0
"NYC","36061008602",365,87,86,1,11,10,1,6,6,0,70,70,0
"NYC","36061008603",362,85,85,0,16,16,0,8,8,0,61,61,0
"NYC","36061008700",892,154,153,1,52,51,1,46,46,0,58,58,0
"NYC","36061008800",1101,182,182,0,83,83,0,31,31,0,68,68,0
"NYC","36061008900",595,76,76,0,23,23,0,21,21,0,32,32,0
"NYC","36061009000",836,151,150,1,49,48,1,25,25,0,77,77,0
"NYC","36061009100",1185,224,223,1,86,85,1,66,66,0,72,72,0
"NYC","36061009200",1958,269,268,1,103,103,0,46,46,0,126,125,1
"NYC","36061009300",859,122,120,2,41,41,0,26,25,1,55,54,1
"NYC","36061009400",938,135,134,1,51,50,1,31,31,0,53,53,0
"NYC","36061009500",858,137,136,1,56,56,0,24,23,1,59,59,0
"NYC","36061009600",1437,200,200,0,85,85,0,43,43,0,72,72,0
"NYC","36061009700",549,87,86,1,38,37,1,14,14,0,35,35,0
"NYC","36061009800",999,178,178,0,68,68,0,39,39,0,73,73,0
"NYC","36061009900",4176,449,445,4,103,101,2,44,44,0,304,302,2
"NYC","36061010000",1688,215,215,0,84,84,0,33,33,0,98,98,0
"NYC","36061010100",1872,207,206,1,105,104,1,44,44,0,58,58,0
"NYC","36061010200",1654,194,193,1,64,64,0,44,44,0,87,86,1
"NYC","36061010300",1251,129,129,0,50,50,0,19,19,0,59,59,0
"NYC","36061010400",777,67,67,0,22,22,0,15,15,0,30,30,0
"NYC","36061010601",545,117,113,4,26,22,4,6,6,0,85,85,0
"NYC","36061010602",2027,308,308,0,62,62,0,21,21,0,225,225,0
"NYC","36061010800",2178,308,306,2,97,95,2,63,63,0,150,150,0
"NYC","36061010900",1886,294,294,0,129,129,0,50,50,0,115,115,0
"NYC","36061011000",2471,271,270,1,94,93,1,45,45,0,132,132,0
"NYC","36061011100",1492,165,164,1,65,64,1,24,24,0,76,76,0
"NYC","36061011201",1080,133,133,0,52,52,0,30,30,0,51,51,0
"NYC","36061011202",1033,100,99,1,39,38,1,24,24,0,39,39,0
"NYC","36061011203",1201,180,180,0,70,70,0,22,22,0,88,88,0
"NYC","36061011300",1617,299,298,1,158,157,1,46,46,0,95,95,0
"NYC","36061011401",761,104,103,1,42,41,1,19,19,0,43,43,0
"NYC","36061011402",699,111,108,3,35,32,3,17,17,0,59,59,0
"NYC","36061011500",3550,368,367,1,167,166,1,48,48,0,153,153,0
"NYC","36061011600",1003,188,186,2,26,24,2,5,5,0,157,157,0
"NYC","36061011700",1808,152,150,2,22,21,1,19,19,0,111,110,1
"NYC","36061011800",929,93,93,0,31,31,0,18,18,0,44,44,0
"NYC","36061011900",1524,170,170,0,92,92,0,31,31,0,47,47,0
"NYC","36061012000",883,140,138,2,55,53,2,15,15,0,70,70,0
"NYC","36061012100",1275,157,157,0,79,79,0,34,34,0,44,44,0
"NYC","36061012200",694,95,95,0,18,18,0,14,14,0,63,63,0
"NYC","36061012400",947,125,125,0,54,54,0,19,19,0,52,52,0
"NYC","36061012500",2124,192,192,0,93,93,0,28,28,0,74,74,0
"NYC","36061012600",832,109,109,0,46,46,0,25,25,0,38,38,0
"NYC","36061012700",1018,131,131,0,59,59,0,25,25,0,47,47,0
"NYC","36061012800",779,103,102,1,41,40,1,17,17,0,45,45,0
"NYC","36061012900",2336,305,304,1,79,78,1,31,31,0,195,195,0
"NYC","36061013000",689,82,82,0,31,31,0,14,14,0,37,37,0
"NYC","36061013100",1332,142,140,2,65,63,2,36,36,0,41,41,0
"NYC","36061013200",1083,252,249,3,20,18,2,15,15,0,217,216,1
"NYC","36061013300",729,86,86,0,49,49,0,12,12,0,25,25,0
"NYC","36061013400",995,135,135,0,54,54,0,31,31,0,50,50,0
"NYC","36061013500",1741,294,292,2,85,85,0,36,35,1,175,174,1
"NYC","36061013600",600,130,129,1,38,37,1,14,14,0,78,78,0
"NYC","36061013700",1990,247,245,2,78,77,1,52,52,0,119,118,1
"NYC","36061013800",779,106,105,1,45,44,1,32,32,0,29,29,0
"NYC","36061013900",1070,167,167,0,82,82,0,24,24,0,61,61,0
"NYC","36061014000",905,107,105,2,60,58,2,10,10,0,37,37,0
"NYC","36061014200",576,101,99,2,38,36,2,8,8,0,55,55,0
"NYC","36061014300",2590,468,465,3,120,118,2,145,145,0,203,202,1
"NYC","36061014401",202,42,41,1,20,19,1,8,8,0,14,14,0
"NYC","36061014402",424,90,90,0,23,23,0,8,8,0,59,59,0
"NYC","36061014500",1102,175,174,1,67,66,1,27,27,0,81,81,0
"NYC","36061014601",379,57,57,0,19,19,0,13,13,0,25,25,0
"NYC","36061014602",277,43,43,0,10,10,0,9,9,0,24,24,0
"NYC","36061014700",178,24,24,0,11,11,0,1,1,0,12,12,0
"NYC","36061014801",539,84,84,0,42,42,0,14,14,0,28,28,0
"NYC","36061014802",595,94,94,0,42,42,0,10,10,0,42,42,0
"NYC","36061014900",705,119,119,0,55,55,0,19,19,0,45,45,0
"NYC","36061015001",254,55,55,0,23,23,0,6,6,0,26,26,0
"NYC","36061015002",271,30,30,0,6,6,0,3,3,0,21,21,0
"NYC","36061015100",632,114,113,1,39,38,1,12,12,0,63,63,0
"NYC","36061015200",708,153,153,0,28,28,0,6,6,0,121,121,0
"NYC","36061015300",699,99,98,1,31,31,0,27,27,0,41,40,1
"NYC","36061015400",571,106,103,3,25,22,3,20,20,0,61,61,0
"NYC","36061015500",403,58,58,0,30,30,0,6,6,0,22,22,0
"NYC","36061015601",354,47,47,0,12,12,0,9,9,0,26,26,0
"NYC","36061015602",688,76,76,0,21,21,0,14,14,0,41,41,0
"NYC","36061015700",640,86,86,0,32,32,0,29,29,0,25,25,0
"NYC","36061015801",609,104,102,2,43,42,1,12,12,0,49,48,1
"NYC","36061015802",185,23,23,0,10,10,0,2,2,0,11,11,0
"NYC","36061015900",620,89,88,1,31,31,0,23,22,1,35,35,0
"NYC","36061016001",601,97,96,1,36,35,1,7,7,0,54,54,0
"NYC","36061016002",287,21,20,1,11,10,1,1,1,0,9,9,0
"NYC","36061016100",440,50,50,0,13,13,0,11,11,0,26,26,0
"NYC","36061016200",1840,440,438,2,37,36,1,12,12,0,391,390,1
"NYC","36061016300",908,202,199,3,20,19,1,11,11,0,171,169,2
"NYC","36061016400",518,106,105,1,45,44,1,11,11,0,50,50,0
"NYC","36061016500",753,77,77,0,20,20,0,11,11,0,46,46,0
"NYC","36061016600",659,115,113,2,45,44,1,11,10,1,59,59,0
"NYC","36061016700",903,155,155,0,42,42,0,23,23,0,90,90,0
"NYC","36061016800",581,91,91,0,39,39,0,9,9,0,43,43,0
"NYC","36061016900",564,82,82,0,31,31,0,20,20,0,30,30,0
"NYC","36061017000",375,82,82,0,32,32,0,7,7,0,43,43,0
"NYC","36061017100",604,138,138,0,44,44,0,19,19,0,75,75,0
"NYC","36061017200",830,228,225,3,67,67,0,35,33,2,126,125,1
"NYC","36061017300",371,48,48,0,13,13,0,11,11,0,24,24,0
"NYC","36061017401",281,66,66,0,17,17,0,13,13,0,36,36,0
"NYC","36061017402",226,66,66,0,8,8,0,4,4,0,54,54,0
"NYC","36061017500",491,79,78,1,23,23,0,13,13,0,43,42,1
"NYC","36061017700",324,57,57,0,27,27,0,10,10,0,20,20,0
"NYC","36061017800",587,138,138,0,28,28,0,6,6,0,104,104,0
"NYC","36061017900",567,103,101,2,40,38,2,7,7,0,56,56,0
"NYC","36061018000",584,132,132,0,56,56,0,16,16,0,62,62,0
"NYC","36061018100",420,92,91,1,36,35,1,12,12,0,44,44,0
"NYC","36061018200",639,206,206,0,65,65,0,32,32,0,109,109,0
"NYC","36061018300",1300,264,257,7,95,89,6,22,22,0,147,146,1
