"GEOID","pop_dens","race_white","race_minority","female","age_genz","age_millenial","age_genx","age_boomer","age_retiree","divsep","widowed","median_age","not_us_citizen","median_earnings","trav_cars","trav_trans","trav_motorcycle","trav_bike","trav_walk","trav_home","edu_lowedu","edu_hsged","edu_bs","edu_grad","unemp","below_pov","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths"
"36005042400",38285.71,111,2569,1341,534,526,765,583,272,338,206,41.2,419,35000,435,602,0,0,50,26,113,695,320,99,129,381,"NYC",303,128,22,1,127,1
"36047064000",29716.67,1350,433,954,506,397,286,465,129,98,85,34,78,60893,387,316,0,3,23,26,59,375,302,215,18,72,"NYC",74,15,2,0,15,0
"36061017700",135371.4,4377,5099,5728,1611,2037,2492,2715,621,1154,392,43.7,858,68239,650,3239,0,97,311,361,122,1613,1502,1991,218,1635,"NYC",324,57,27,0,57,0
"36047009400",92850,847,4724,2924,1318,1574,1691,836,152,276,149,32.9,2189,17356,687,1483,0,0,305,3,685,751,531,187,231,2098,"NYC",229,57,37,0,57,0
"36061002100",72088.89,4811,1677,3030,1533,1743,2200,853,159,307,47,34.8,874,155030,336,2081,0,35,931,320,35,304,2029,1598,64,178,"NYC",1261,247,88,0,247,0
"36047087600",30260,166,1347,892,255,377,389,366,126,263,59,41.4,98,32232,166,341,0,0,53,28,63,571,189,75,46,414,"NYC",272,70,19,0,70,0
"36047012200",82671.43,420,5367,2596,1569,1766,1500,809,143,385,109,30.5,2631,16081,490,1780,0,101,316,17,657,830,330,76,423,2133,"NYC",622,153,45,0,153,0
"36061014801",158200,2498,666,1598,574,778,774,782,256,199,53,39.8,168,86382,229,1215,0,7,273,163,27,171,884,817,62,127,"NYC",539,84,42,0,84,0
"36061018500",105180,3115,2144,2893,747,1196,1655,1172,489,456,303,41.2,945,78152,215,2287,0,76,131,201,52,309,1610,1442,189,358,"NYC",73,23,6,0,23,0
"36047042600",60442.86,1954,2277,2349,662,919,1378,923,349,329,254,43.9,1371,23550,457,1317,0,64,148,0,296,979,704,217,194,914,"NYC",199,54,12,0,53,1
"36047026700",64950,817,3080,1822,688,1000,1406,532,271,464,171,39,224,40756,361,1275,0,100,18,57,93,848,636,597,312,835,"NYC",193,78,10,0,78,0
"36061015002",100300,4079,936,3084,978,213,1110,1970,744,310,413,57.5,369,88583,228,1370,0,55,170,416,0,326,1367,1401,41,185,"NYC",271,30,6,0,30,0
"36081011800",45950,349,2408,1315,729,871,667,421,69,122,50,31.8,755,26689,547,636,0,0,71,46,84,622,304,80,100,551,"NYC",252,67,20,0,67,0
"36081023000",37900,718,1556,1089,476,538,669,446,145,102,109,41.1,426,30553,488,458,0,5,32,4,21,370,541,117,107,240,"NYC",143,26,8,0,26,0
"36085011202",7372.727,4036,1641,2897,1219,1400,1519,976,563,336,233,36.8,799,42484,1487,606,41,0,113,48,123,2128,679,421,130,873,"NYC",837,190,29,0,189,1
"36081028500",85866.67,1755,3397,2622,1152,950,1834,926,290,704,266,42.3,1124,45951,330,1603,0,59,179,128,176,1003,1169,611,261,1133,"NYC",376,98,20,0,98,0
"36047007000",41166.67,1317,1153,1270,540,474,604,596,256,228,105,40.8,316,36295,275,625,0,0,67,14,70,500,472,204,39,411,"NYC",352,79,12,0,79,0
"36061025900",138900,700,3467,1900,946,1104,1431,603,83,484,169,35.2,477,40657,387,1446,0,67,222,13,192,718,909,573,233,927,"NYC",366,86,29,0,86,0
"36081062900",41885.71,1950,982,1456,746,690,700,664,132,215,95,35.2,303,31924,472,606,0,0,209,23,58,941,340,180,88,243,"NYC",213,30,7,0,30,0
"36047019800",37540,979,898,1092,361,405,459,435,217,122,155,44.2,283,41000,307,384,0,15,22,7,102,552,165,168,25,323,"NYC",123,26,6,0,26,0
"36047052600",64085.71,1776,2710,2535,1048,1352,1162,779,145,449,184,33.9,738,32531,202,1733,0,47,161,110,153,740,913,661,191,634,"NYC",168,52,13,0,52,0
"36047029800",44844.44,1644,2392,2077,1002,733,1345,817,139,289,121,38.1,841,27409,558,1076,0,0,131,115,294,1023,508,237,148,646,"NYC",256,62,23,0,62,0
"36005024502",99050,17,3945,2275,1085,1095,1081,643,58,369,153,31.3,1182,20885,130,899,0,0,89,155,161,962,353,50,199,1899,"NYC",152,39,18,0,39,0
"36047017900",71233.33,876,3398,2410,761,1165,858,1095,395,465,207,39.8,293,42277,202,1298,0,0,121,101,208,985,781,526,146,747,"NYC",288,81,11,0,81,0
"36005024501",136100,24,5420,3039,1507,1739,1222,846,130,569,158,28.8,1381,17461,334,1423,0,25,105,48,220,1437,184,82,395,2734,"NYC",116,31,11,0,31,0
"36081040000",16237.5,0,1299,688,274,251,411,270,93,117,134,42.7,145,38625,422,216,0,0,26,36,22,441,139,126,40,102,"NYC",178,76,5,0,76,0
"36061014802",137680,5243,1641,3887,1127,2213,1608,1306,630,400,291,36.1,757,70545,249,2750,0,17,524,427,27,558,2400,1506,144,347,"NYC",595,94,42,0,94,0
"36047016700",78314.29,4605,877,2765,1445,1088,1808,1059,82,268,20,36.6,367,70246,245,2168,0,59,223,316,38,340,1564,1354,105,234,"NYC",190,36,5,0,36,0
"36081010800",58400,137,3367,1767,829,940,1076,555,104,212,181,34.4,745,23750,586,915,0,14,125,0,190,1246,335,21,117,452,"NYC",230,54,12,0,54,0
"36047055700",23236.36,1610,946,1227,290,925,957,337,47,170,33,35.5,319,58857,239,1147,25,36,149,150,49,430,803,502,107,285,"NYC",468,86,14,0,86,0
"36081056200",28250,371,1324,794,316,467,581,273,58,40,81,36.9,153,27423,635,221,0,0,0,40,59,545,92,69,57,198,"NYC",41,15,0,0,15,0
"36085007400",18692,2994,1679,2493,1024,881,1396,1170,202,431,212,41.1,689,40532,1025,1011,0,0,83,111,186,1212,728,315,149,672,"NYC",302,88,11,0,88,0
"36047027700",80533.33,357,4475,2483,1518,1407,1091,675,141,388,210,29.4,195,33125,297,1271,0,0,30,60,79,1184,416,196,371,1764,"NYC",261,120,30,0,120,0
"36081014700",53783.33,2186,1041,1775,374,1017,988,632,216,158,195,38.5,303,46025,600,1083,0,23,94,28,189,711,716,452,159,197,"NYC",244,44,17,0,44,0
"36081026100",79322.22,506,6633,3590,1578,1774,2398,1207,182,591,178,36.7,2805,25996,554,2085,0,0,300,51,956,1556,750,292,291,1848,"NYC",396,92,23,0,91,1
"36047097000",42100,205,2321,1447,540,659,794,461,72,338,74,35.9,422,40348,529,763,0,0,30,17,128,900,218,96,137,230,"NYC",239,81,12,0,81,0
"36047075200",13228.57,899,27,486,201,202,142,323,58,10,54,46.1,21,42024,267,123,0,0,17,20,28,107,191,137,21,25,"NYC",124,57,5,0,57,0
"36081122701",43092.59,3475,8160,6368,2550,2398,3841,2182,664,751,679,41.6,1934,34661,2978,1938,16,0,236,59,585,3544,994,832,723,1477,"NYC",542,140,38,1,139,1
"36005000400",17085.71,243,5737,3134,1289,1470,1734,1219,268,608,187,39.4,527,42492,1353,1323,0,9,48,47,83,1728,593,364,278,705,"NYC",218,62,15,0,62,0
"36047015200",26900,1661,1029,1308,501,720,730,530,209,308,142,38.2,155,44900,455,591,0,0,106,70,89,710,499,229,131,219,"NYC",243,52,6,0,52,0
"36047028600",66371.43,2189,2457,2182,871,1145,1300,750,580,341,441,37.9,954,36804,586,1136,0,0,9,35,185,1224,792,363,117,989,"NYC",215,56,14,0,56,0
"36081010500",50150,1923,2089,2181,837,809,1238,898,230,465,210,38.9,607,34426,444,1076,0,0,83,59,124,1082,626,300,238,789,"NYC",100,20,5,0,20,0
"36081125700",24669.23,777,2430,1671,829,656,1041,564,117,157,91,38,738,34792,605,533,0,6,94,6,126,839,483,213,134,651,"NYC",298,76,12,0,76,0
"36081027400",28700,0,1722,1072,372,360,519,349,122,199,77,42,140,31667,416,314,0,0,5,0,86,634,123,110,118,98,"NYC",168,59,2,0,59,0
"36081026400",26430,14,2629,1452,825,553,706,390,169,270,102,32.8,407,26743,521,571,0,0,47,21,111,799,181,91,160,388,"NYC",150,98,6,0,98,0
"36081049900",28461.11,596,4527,2538,1068,1084,1480,1104,387,356,318,40.9,1476,29519,699,1352,8,33,63,91,402,1306,698,212,177,597,"NYC",282,63,31,0,63,0
"36061031704",70440,4218,2826,3524,1522,1442,2911,1056,113,592,87,37.9,1363,102834,482,2746,0,93,1081,235,11,417,2213,1748,197,340,"NYC",1030,143,21,0,141,2
"36047112000",43842.86,77,2992,1672,720,862,901,496,90,281,151,34,619,26727,278,800,0,0,132,19,75,1220,199,68,197,987,"NYC",227,92,23,0,92,0
"36061012400",147142.9,7271,3029,5468,1933,3109,2918,1523,817,781,573,35.5,2225,82354,522,3358,18,106,1462,290,78,961,2941,2445,207,785,"NYC",947,125,54,0,125,0
"36061001200",74520,1727,1999,1811,524,680,1070,897,555,418,571,48.9,239,55795,156,847,9,102,372,71,244,832,797,479,113,733,"NYC",283,60,20,0,60,0
"36081044000",25106.67,7,3759,1762,968,985,1085,603,125,259,150,33.7,797,31313,694,739,0,0,18,10,355,1136,360,103,400,548,"NYC",344,93,14,0,93,0
"36005038900",78457.14,1511,3981,2771,1665,2103,1128,487,109,517,115,24.6,1246,14883,324,1244,0,55,405,20,133,1152,280,131,408,2550,"NYC",301,77,20,0,77,0
"36047040200",34362.5,1068,1681,1319,449,769,602,696,233,235,135,38,523,30239,322,780,0,6,144,20,204,892,350,104,104,697,"NYC",286,79,13,1,78,1
"36047067800",41283.33,353,2124,1317,425,564,635,720,133,271,111,44,261,41714,653,623,0,16,28,0,111,774,425,167,120,153,"NYC",113,34,4,0,34,0
"36005026701",131466.7,110,3834,2010,964,1111,1119,646,104,306,130,33.5,1285,20190,301,1220,0,0,178,31,211,1150,408,114,291,1403,"NYC",284,83,53,1,82,1
"36047014800",26740,1197,140,709,262,278,353,314,130,88,84,45.7,91,45400,251,211,0,0,40,6,40,419,191,99,58,178,"NYC",86,21,5,1,20,1
"36005036501",95025,50,3751,2169,1190,974,939,605,93,408,119,29.2,345,24679,287,720,0,0,41,18,103,851,210,68,393,1767,"NYC",317,134,28,1,132,2
"36047011200",95814.29,2886,3821,3094,2212,1538,1429,1190,338,377,265,30.6,1613,20478,320,1302,0,11,586,129,497,1377,518,223,198,2439,"NYC",316,79,35,2,77,2
"36047028400",62650,1974,1785,1711,867,689,1277,664,262,298,141,39.2,1213,30750,465,983,0,0,173,54,290,839,465,216,132,692,"NYC",309,52,18,0,52,0
"36047065400",29400,1318,446,862,408,300,501,417,138,38,87,43.9,10,45282,547,268,0,0,14,5,24,550,272,175,30,95,"NYC",66,15,0,0,15,0
"36047002901",101850,91,3983,2468,1094,1086,1054,672,168,488,114,31.5,583,15691,119,1129,0,0,66,14,215,1197,113,44,335,2003,"NYC",265,81,11,0,81,0
"36081066501",27715.38,3132,471,1758,775,601,1048,758,421,187,227,42,172,51705,982,657,0,0,71,1,70,1149,595,294,71,268,"NYC",181,35,8,0,35,0
"36005029600",5964.286,483,1187,880,297,627,502,185,59,166,56,32.7,420,34475,212,277,0,5,282,41,31,340,223,315,81,166,"NYC",528,130,15,0,129,1
"36081007300",81160,2025,2033,2253,341,1570,1026,893,228,268,105,35.7,829,51833,220,2030,0,40,27,170,128,834,1270,429,112,777,"NYC",194,30,12,0,30,0
"36005051600",6403.175,2637,1397,2170,751,671,1122,1156,334,336,334,48.3,105,62179,1170,327,15,0,159,52,83,1205,555,492,222,168,"NYC",388,124,9,0,124,0
"36047016200",25277.78,1685,590,1066,373,589,711,526,76,140,163,43.3,238,50822,393,671,0,0,110,61,71,510,441,439,102,283,"NYC",303,60,12,0,60,0
"36081048200",16711.11,60,1444,789,198,446,449,324,87,141,77,44.2,177,32005,331,377,0,0,31,12,60,478,235,62,132,116,"NYC",206,59,19,0,59,0
"36081011400",23000,147,1003,614,403,227,339,150,31,64,83,29.9,245,30299,95,221,0,7,28,5,128,343,19,24,56,216,"NYC",155,29,6,0,29,0
"36061002201",109100,969,5577,3457,611,2297,1637,1535,466,816,497,40.3,639,34116,114,2092,0,36,495,45,227,2167,1331,352,452,1897,"NYC",341,101,31,1,100,1
"36047015500",61466.67,3004,684,1868,828,873,1190,747,50,166,34,35.9,268,68914,210,1092,0,164,262,272,21,245,1076,987,104,158,"NYC",234,39,8,0,39,0
"36081009400",41742.86,208,2714,1448,663,709,948,527,75,124,135,37.4,665,25870,308,797,0,0,130,51,188,747,447,63,164,445,"NYC",288,71,30,0,71,0
"36047090200",47700,37,3302,1930,913,688,1006,596,136,250,160,36.4,611,24236,340,722,0,14,44,42,265,1011,123,77,219,1108,"NYC",220,77,17,1,76,1
"36047033300",67657.14,3082,1654,2308,1720,1325,853,635,203,171,184,26,409,26761,390,656,0,9,398,28,100,1133,446,293,113,1073,"NYC",266,82,14,1,81,1
"36081052500",23300,1188,676,946,418,546,420,419,61,167,70,33.9,249,31956,524,406,5,21,37,18,56,565,223,115,48,323,"NYC",244,44,5,0,44,0
"36081063500",38585.71,1947,754,1403,637,562,793,491,218,193,149,39.2,148,41738,628,405,0,13,47,37,39,821,317,144,149,382,"NYC",185,27,9,0,27,0
"36081053200",28485.71,33,1961,1104,435,528,550,362,119,156,84,39.1,160,36890,544,417,0,0,11,6,23,651,200,124,190,157,"NYC",229,95,9,0,95,0
"36005016900",34025,39,1322,712,372,346,327,265,51,167,94,32.4,125,27019,117,197,0,0,32,0,35,333,113,9,127,485,"NYC",277,107,32,0,106,1
"36081059600",16812.5,20,1325,751,252,192,329,462,110,142,90,44.6,55,34226,330,244,0,11,10,13,58,360,266,123,62,21,"NYC",116,46,4,0,45,1
"36081011200",31457.14,468,1734,1108,410,544,642,458,148,181,61,39.6,425,26576,294,434,0,8,34,70,153,596,239,83,147,533,"NYC",297,73,13,0,73,0
"36081013200",37200,1017,1587,1368,739,706,714,337,108,167,73,31.9,483,31620,481,610,0,0,80,35,114,546,335,220,80,461,"NYC",215,52,16,0,52,0
"36081005500",15550,284,649,409,120,314,205,267,27,100,40,38.8,202,35625,67,436,0,0,38,0,57,235,218,55,38,162,"NYC",385,53,16,0,53,0
"36081058100",57300,1598,1267,1587,575,859,782,585,64,232,127,35,570,38581,537,863,0,0,121,61,63,859,362,180,56,332,"NYC",228,59,16,0,59,0
"36081026200",19450,0,1167,634,286,275,302,242,62,94,47,38.5,119,35147,210,327,0,0,13,0,23,384,115,24,69,136,"NYC",143,74,16,0,74,0
"36061019900",100144.4,5622,3391,5205,1015,4245,1746,1207,800,403,400,29.6,1441,41613,263,2087,0,11,1138,210,39,570,1795,2175,291,1201,"NYC",409,75,13,1,73,2
"36047085600",52900,39,3135,1983,392,818,940,749,275,566,197,43.2,836,36715,323,1271,0,0,22,10,75,1181,313,200,178,363,"NYC",317,140,15,0,140,0
"36047019300",58910,1842,4049,3605,1023,2323,989,1162,394,473,371,29.4,583,31170,358,1143,0,106,279,102,81,1239,735,458,296,731,"NYC",292,95,28,0,95,0
"36047059800",44500,2382,1178,1750,886,766,978,776,154,288,194,37.9,453,41134,579,905,0,0,140,30,121,750,659,316,213,776,"NYC",123,29,4,0,29,0
"36005025400",28857.14,1114,906,1099,361,535,559,371,194,151,151,36.5,260,35150,319,382,0,1,114,30,86,744,201,176,62,238,"NYC",125,30,14,0,30,0
"36081077908",51925,1287,2867,1858,960,1462,1066,578,88,346,97,30.1,720,38049,834,615,0,0,54,53,49,1059,381,259,196,642,"NYC",134,38,7,0,38,0
"36047017600",40616.67,1013,1424,1188,511,586,655,535,150,183,122,38.1,521,36250,385,645,0,7,82,54,198,524,327,140,32,401,"NYC",159,28,8,0,28,0
"36081004500",36555.56,1707,1583,1842,443,662,906,897,382,402,294,50.8,301,56844,278,1048,0,34,167,83,168,704,860,440,133,261,"NYC",260,80,27,0,80,0
"36081014500",43940,1528,669,1010,332,667,550,457,191,126,151,38,391,45625,208,773,5,21,67,17,36,548,506,298,152,329,"NYC",158,36,6,0,36,0
"36081077902",24190.91,4501,821,2662,1864,1062,1123,1043,230,126,122,29.7,277,50048,1116,560,0,0,55,164,117,738,816,751,145,557,"NYC",246,70,11,1,69,1
"36005016400",17100,618,408,534,191,204,186,362,83,109,43,48.7,38,40227,199,141,8,0,20,24,35,391,132,32,57,111,"NYC",181,49,6,0,49,0
"36081075702",28807.14,2205,1828,2247,596,642,1235,942,618,418,419,45.8,487,70369,291,1481,0,0,145,64,48,826,941,887,79,440,"NYC",381,100,15,0,100,0
"36005002500",113020,91,5560,3026,1789,1518,1399,761,184,616,165,30.4,1441,21265,235,1353,0,78,247,52,292,1301,215,59,232,2773,"NYC",218,86,38,0,86,0
"36047034000",43480,806,1368,1244,205,390,358,522,699,314,436,59,171,18188,136,334,0,0,24,7,223,739,309,68,87,663,"NYC",91,25,11,0,25,0
"36081026700",77862.5,274,5955,2909,1023,2174,2134,793,105,409,173,34.5,2872,25246,255,2914,0,0,352,45,303,1732,511,263,260,1291,"NYC",540,138,80,2,135,3
"36081009900",0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"NYC",78,8,3,0,8,0
"36061023200",125542.9,556,8232,4527,2201,3107,2177,1200,103,733,415,30,1395,21555,579,2788,33,58,158,66,399,2183,800,351,705,2627,"NYC",753,211,54,0,211,0
"36047008800",48557.14,647,2752,1509,658,1124,801,698,118,413,150,33.3,744,26663,52,1437,0,57,182,7,57,743,358,292,167,476,"NYC",229,57,20,0,57,0
"36047117800",34640,20,1712,815,435,382,609,254,52,162,66,36,459,31563,138,488,0,0,57,0,85,494,61,15,49,407,"NYC",222,69,20,0,69,0
"36081058500",66928.57,1970,2715,2356,1102,1216,1551,674,142,251,167,35.2,989,31552,463,1382,0,38,205,116,109,1117,470,301,123,619,"NYC",203,47,16,0,47,0
"36047021000",75233.33,1549,2965,2278,1151,869,1477,798,219,231,141,38.5,1196,19921,658,1075,0,0,153,31,296,1216,534,153,198,1068,"NYC",223,55,21,0,55,0
"36047010600",87333.33,320,4920,2696,1197,1634,1436,782,191,324,127,32.6,2195,16460,601,1094,0,51,436,0,646,616,479,65,155,2372,"NYC",398,58,32,0,58,0
"36061030700",124633.3,2035,1704,1745,591,789,1211,911,237,377,77,41.7,342,50948,234,1553,95,0,145,116,54,804,623,966,218,410,"NYC",131,13,7,0,13,0
"36005029302",33281.25,3681,1644,2854,847,746,1429,1503,800,498,396,50.8,289,62165,1302,1167,0,29,145,164,30,1066,1007,1256,92,103,"NYC",253,36,6,0,36,0
"36047111000",68000,40,3360,2036,1041,890,703,598,168,241,122,30.7,143,23269,166,631,0,0,105,0,284,1024,124,42,278,1564,"NYC",222,96,19,2,94,2
"36047037700",57328.57,400,3613,2187,818,1173,1046,697,279,417,269,35.2,289,35781,344,1113,0,36,62,87,46,1149,467,247,169,1169,"NYC",273,73,18,0,73,0
"36047054200",64885.71,3605,937,2215,1282,1196,950,732,382,281,302,30.3,486,27372,492,987,0,22,247,54,170,736,807,483,178,1131,"NYC",357,89,32,0,89,0
"36005022404",106625,1004,3261,2422,955,1348,1045,701,216,470,80,32.2,554,36821,435,1334,0,18,153,84,179,1150,473,261,198,987,"NYC",180,41,12,0,41,0
"36047030500",50350,2483,3559,3179,442,3019,1460,756,365,447,154,32.9,482,43940,273,3210,0,228,192,81,102,1155,1872,1000,151,1030,"NYC",608,136,29,0,136,0
"36081046100",69175,227,2540,1172,627,697,915,436,92,231,101,36.3,1101,20619,157,823,8,30,214,21,232,735,283,57,91,678,"NYC",219,44,20,0,44,0
"36081012301",11917.39,1755,986,1476,360,967,790,459,165,242,115,36.6,407,40104,455,971,0,0,117,66,52,755,578,264,139,218,"NYC",443,90,13,0,90,0
"36081086100",36133.33,165,2003,1094,344,431,634,560,199,181,162,45.7,567,27455,448,488,0,0,86,18,170,534,303,86,37,465,"NYC",214,39,20,0,39,0
"36081013800",51557.14,1217,2392,1753,987,824,876,703,219,250,144,34.8,681,37738,443,1119,0,0,124,31,109,715,698,385,58,538,"NYC",94,15,3,0,15,0
"36047013500",59900,2461,1133,2002,898,786,1331,549,30,257,42,36.2,430,69152,304,1547,9,20,103,193,7,309,842,913,75,295,"NYC",242,55,15,0,55,0
"36081018402",30500,51,2389,1142,530,579,785,429,117,233,156,38.1,242,31947,555,472,0,0,34,27,122,866,117,77,137,463,"NYC",241,76,9,0,76,0
"36081025700",23650,352,1067,656,194,324,542,271,88,165,66,38.9,517,36028,139,597,0,5,49,29,131,375,214,78,42,131,"NYC",279,89,11,1,88,1
"36061002601",103475,1057,3082,2187,743,1207,1394,735,60,464,106,37.5,516,39191,281,1165,0,51,503,28,200,779,918,203,142,1017,"NYC",211,52,27,0,52,0
"36047013900",60350,2245,1376,1852,621,1396,895,583,126,171,130,32.6,293,60957,244,1696,0,109,125,105,55,506,873,755,142,371,"NYC",336,101,26,1,100,1
"36061015001",106100,1778,344,1113,458,170,555,719,220,218,172,50.2,138,96115,80,579,0,11,192,77,10,146,613,531,30,173,"NYC",254,55,23,0,55,0
"36047039600",33800,1644,384,1099,693,453,473,333,76,176,74,28.5,125,45443,313,299,0,0,47,65,26,595,144,170,41,266,"NYC",132,33,10,0,33,0
"36047023200",62288.89,4742,864,2736,2488,1399,612,867,240,202,169,22.4,293,18464,359,434,0,5,864,79,283,1623,232,53,122,2731,"NYC",425,107,45,0,107,0
"36005003100",29066.67,14,1730,820,514,414,524,227,65,134,35,33.8,430,30993,187,551,0,0,88,0,98,391,100,5,64,301,"NYC",263,52,8,1,51,1
"36047058000",64300,1527,2331,1998,867,935,1150,573,333,213,113,36.4,721,26431,388,1061,0,0,66,72,160,984,491,220,59,674,"NYC",190,54,24,0,54,0
"36047056500",31720,2387,785,1615,420,1212,955,448,137,141,127,34.4,282,62988,241,1392,25,176,114,104,58,534,1231,423,133,255,"NYC",409,77,13,0,76,1
"36081032700",63483.33,356,3453,1815,644,909,1158,864,234,364,67,42.2,1046,31086,556,1069,0,70,94,32,164,1628,343,93,184,694,"NYC",184,70,9,0,70,0
"36047020700",86200,2326,1984,2214,690,1150,1360,945,165,275,145,37.9,342,57250,340,1732,0,173,293,215,114,627,1106,1133,97,265,"NYC",177,51,23,0,51,0
"36005046000",26254.55,47,2841,1698,809,620,743,585,131,281,194,35.5,201,25313,313,506,0,0,106,17,56,1095,84,75,142,796,"NYC",477,150,24,1,149,1
"36047068600",28816.67,765,964,1004,353,357,415,390,214,216,107,43.8,146,37717,403,298,0,0,34,23,72,620,173,181,85,136,"NYC",232,43,12,0,43,0
"36047093800",46300,36,2279,1319,456,691,589,314,265,228,124,35.4,572,29350,344,595,0,0,17,34,99,854,178,111,173,526,"NYC",330,163,16,0,162,1
"36047033000",35430.77,747,3859,2406,1191,1040,1155,944,276,484,206,36.3,440,19404,340,785,0,18,80,0,283,1099,376,116,413,1740,"NYC",106,46,8,0,46,0
"36005031200",20950,717,959,847,358,357,548,229,184,116,86,42.8,235,51021,478,239,0,0,45,24,67,450,236,202,105,40,"NYC",174,65,8,0,65,0
"36081008800",21711.76,1243,2448,1883,1070,675,1203,627,116,327,209,37.4,472,44120,850,633,0,0,92,29,131,918,376,151,189,170,"NYC",732,205,17,1,204,1
"36005044901",24166.67,1150,300,743,248,354,395,249,204,159,73,40.1,99,50179,294,304,0,0,39,49,56,476,165,207,81,214,"NYC",142,34,3,1,33,1
"36047013200",36433.33,617,1569,1147,533,554,588,422,89,140,106,35.5,357,24917,373,496,0,19,90,0,121,442,243,160,72,555,"NYC",200,46,16,0,46,0
"36081061302",73.68421,10,4,10,3,0,11,0,0,0,0,49,0,48438,7,0,0,0,4,0,0,3,4,0,0,0,"NYC",120,26,4,0,26,0
"36047025100",69460,376,3097,1871,695,1216,722,639,201,386,280,32.9,308,23788,145,1015,0,76,45,0,167,936,427,155,359,1010,"NYC",395,151,33,0,151,0
"36047116800",23316.67,36,1363,662,339,369,474,207,10,139,35,33.9,418,24302,166,499,0,0,17,1,26,500,139,20,39,503,"NYC",362,101,22,0,100,1
"36047022900",53128.57,1156,2563,2010,573,1509,907,608,122,592,131,32.7,382,41612,297,1445,0,174,118,140,84,698,984,363,148,641,"NYC",290,87,12,0,86,1
"36005000100",12300,510,6993,509,267,4019,2748,460,9,150,14,32.1,870,11347,0,0,0,0,0,0,620,1915,35,41,0,0,"NYC",4,1,0,0,1,0
"36047101000",32528.57,114,2163,1228,621,544,704,341,67,150,62,33.8,235,33906,465,492,0,0,17,21,40,612,281,144,156,350,"NYC",235,102,16,0,101,1
"36081012602",43800,265,2363,1376,621,474,883,544,106,244,100,39.5,710,30107,443,717,0,23,52,25,181,698,296,39,97,403,"NYC",171,35,8,0,35,0
"36047057500",54314.29,2921,881,1951,418,1570,1184,533,97,298,89,34.3,582,55938,451,1687,0,67,169,146,24,942,1011,519,67,310,"NYC",412,89,15,0,87,2
"36047025901",66033.33,406,1575,953,378,769,586,190,58,200,41,30.5,319,30571,106,708,7,56,35,45,70,498,293,67,183,482,"NYC",227,111,19,0,111,0
"36061025100",47200,282,2550,1334,501,985,671,563,112,333,58,33.7,803,17483,142,693,0,11,131,38,204,609,331,74,216,906,"NYC",711,165,73,1,164,1
"36005036300",87066.67,81,7755,4115,2509,2291,1809,1073,154,823,197,27.4,1151,18102,578,1811,0,0,76,49,286,1329,422,97,853,3791,"NYC",463,161,51,1,160,1
"36081119900",20828.57,279,1179,694,204,327,493,329,105,51,81,43.4,404,30784,373,260,0,0,20,35,53,390,194,111,59,239,"NYC",140,41,3,0,41,0
"36005006100",43088.89,91,3787,2206,388,865,811,1217,597,724,611,50.9,133,44474,372,921,0,0,127,10,217,1369,648,275,267,444,"NYC",212,49,14,0,49,0
"36005022500",120571.4,35,8405,4347,2885,2489,2078,819,169,1089,174,27.3,2933,20777,556,2044,12,0,106,0,606,1772,432,34,496,2405,"NYC",242,71,20,0,71,0
"36047009600",101716.7,1048,5055,2902,1509,1533,2015,856,190,562,111,35,2287,20485,376,1583,0,0,584,66,485,1220,377,186,392,2124,"NYC",155,33,14,0,33,0
"36047000501",156566.7,3285,1412,2491,496,2232,987,669,313,240,141,31.8,713,51837,124,1795,10,36,337,226,49,411,1133,833,161,290,"NYC",139,10,5,0,10,0
"36061018900",129390,2796,10143,7943,2693,2914,3499,2601,1232,1852,1055,41,1725,33325,466,3562,0,30,376,65,937,2646,1521,1284,793,4398,"NYC",404,89,28,0,89,0
"36061020102",145933.3,1154,3224,2307,856,1323,1324,701,174,511,205,35.6,723,42035,199,1861,0,32,173,215,107,834,770,719,178,832,"NYC",299,91,34,0,91,0
"36047065200",16071.43,920,205,595,225,156,317,315,112,59,89,47.7,63,65556,240,217,0,0,19,12,20,384,135,165,12,25,"NYC",298,42,6,0,41,1
"36081039800",22025,16,1746,901,342,470,407,417,126,196,89,38.3,95,36728,488,422,0,0,35,41,33,712,176,113,111,44,"NYC",201,65,8,0,65,0
"36047019000",61475,1410,3508,2628,1072,1426,1365,772,283,291,311,34,1478,22454,531,1310,0,19,190,65,432,1175,515,176,445,1055,"NYC",299,99,23,0,99,0
"36005042901",103850,475,3679,2123,1148,1063,1151,689,103,431,107,33,1039,29186,245,1063,0,22,75,28,169,1092,400,122,150,1120,"NYC",164,34,8,0,34,0
"36047003100",26172.73,756,2123,1674,196,1072,552,628,431,302,273,41.2,263,40682,147,689,0,52,280,110,118,504,529,373,145,75,"NYC",288,78,20,0,78,0
"36081124700",18157.89,1987,1463,1669,649,619,915,992,275,168,100,45.8,435,42500,845,572,0,12,56,48,128,702,827,368,126,489,"NYC",226,58,6,0,58,0
"36085013301",48966.67,98,1371,1003,502,400,244,244,79,217,71,23.7,9,15926,75,168,0,0,11,12,79,282,55,13,75,983,"NYC",46,22,5,0,22,0
